a,b
12718,3005
33286,19013
14886,16649
28188,29028
41439,1830
45856,19776
1311,402
40358,20105
49198,10067
50099,33489
42876,20566
31030,4965
8511,13548
48537,18688
53428,16904
15016,6395
3613,2095
21145,19048
32476,16888
59414,39390
53089,37816
12611,2969
29022,5929
7856,7842
51472,2754
3051,18682
49643,34319
14901,12622
14537,48973
52665,50000
58483,6353
33636,27057
18434,4045
11904,6960
52580,30169
2468,2518
10086,3428
12859,34766
6375,46177
48439,15656
44798,4049
28553,21380
14787,12989
31734,51558
11349,13740
34539,30707
29550,19965
40199,37475
27051,779
13108,8195
26259,16157
25033,12406
24436,7264
35893,20873
3348,2599
36608,5387
184,194
15089,25808
44509,9221
3137,34325
8701,755
1200,413
16248,1071
1128,22697
10920,19571
11042,9526
8068,7577
3045,1417
49156,22322
54054,11996
42653,15124
28542,25212
59664,54427
39964,16417
20509,13922
14437,476
18821,44809
23702,16866
14936,5949
15972,3836
26134,2230
17895,684
58371,27725
4829,452
8738,10085
5019,5180
33753,16983
27472,6737
24946,29965
36440,24307
31916,16711
3827,827
21346,2196
9077,4394
9702,4887
38029,16157
58699,30840
32623,22000
25543,21079
7250,673
50098,48427
30873,20094
3588,2598
8341,4181
37525,36437
12755,8580
7880,7540
34422,29902
33579,16861
13290,16978
1957,384
12282,40304
19137,14731
46015,32501
27236,40990
21443,3480
41713,35781
8977,5733
8734,6316
5952,783
3554,2322
48989,26985
4370,3525
3191,375
46873,37113
17489,33026
7468,1137
23811,2205
8516,1835
17458,25625
35213,34564
4984,28368
15942,45686
5724,10458
32474,6982
56000,56061
5610,20674
12352,5377
54833,8773
54886,51474
27222,29677
6418,3362
22889,12765
56708,23865
21781,5637
55327,16638
42920,23216
10798,25591
28412,2041
36639,34015
6076,8703
44266,42885
15472,13061
6616,4658
31365,1253
54270,40207
25768,16683
55217,14686
12632,12058
10002,4292
53378,24096
38558,13919
26135,27439
36359,1201
1139,414
16422,26694
30890,6698
55761,51392
34418,8699
30388,25726
4312,5593
9142,329
5019,8650
20826,15306
24013,8307
8690,136
31438,9283
40454,10604
13417,20166
11311,5807
42521,14069
6041,4427
38778,7453
2170,1053
47104,9938
11575,18292
52730,12680
3141,7695
29184,4293
17610,14871
41988,31298
2495,2229
19048,12176
50308,45440
340,2394
28344,16136
7954,3139
1145,4337
2856,1569
59313,21578
18427,10681
37406,9751
5607,1735
15320,10479
19085,18395
749,703
12820,5773
41916,16804
15581,5385
10729,4022
10306,4564
58508,20774
31335,8094
9827,4816
4245,33784
37187,29582
38388,7416
33683,11514
6645,2173
17155,4222
703,6417
50315,45559
40055,45152
33624,6741
1734,9040
18454,12885
48484,41163
20058,7630
27484,9771
537,435
16311,14248
10678,4942
20851,17239
24897,13696
17772,5148
4338,14398
4435,3765
16212,8922
3232,26779
9498,6107
10568,3447
43676,39049
40690,32964
6348,5810
14158,1594
372,456
3052,2454
19900,6091
41010,29794
57556,17759
5212,4988
14541,10063
9035,5411
43281,28267
858,258
23650,21034
9612,3730
43903,18587
8438,4167
3008,511
7085,4937
3763,3137
16186,3878
18591,18111
2853,201
46474,16266
94,8372
44688,27715
487,4743
55249,32545
15502,2395
36103,21252
21285,19488
11870,1773
2007,8729
49368,44733
39981,34896
259,744
35008,9201
13151,15547
42142,40016
19054,11159
50451,31499
17137,1266
5991,13024
14286,453
7954,11170
6455,24778
1548,4826
35674,18272
18701,17007
40946,37327
53997,25496
25737,8286
35441,13946
26661,10402
57354,18211
21570,17210
2590,21889
1420,14176
45638,14463
24367,15009
55160,9828
17513,13501
27641,4160
22949,27220
21269,2154
36766,31740
42995,32908
11568,8404
15121,18295
953,1525
4017,15779
921,515
591,16773
57253,3683
56599,15972
25218,13501
16970,18629
18451,24742
1221,4620
270,15513
31940,12804
6853,6125
18008,9998
8431,30374
19422,19199
29819,26692
14118,1818
47619,9241
32751,3928
22058,14564
12545,599
16420,14351
56273,18622
1913,282
14161,9923
13140,6127
30846,21241
27590,12999
27516,31632
25488,21694
25616,17634
5408,14215
30087,20018
12500,1737
28899,8540
2088,7538
45569,44585
22509,12276
5819,1660
59166,15213
37110,29908
9625,6398
567,127
20664,10898
12863,7186
49818,22004
537,56
45086,10070
46149,43343
39777,22835
4302,1487
12706,2659
15850,1722
14485,25791
2701,28393
34443,17775
38730,7291
10866,50962
13695,12063
44153,2364
31172,11520
21866,12773
35824,45034
57122,52818
19448,10725
38082,22964
55836,5961
20865,20498
6082,7744
34434,22582
30472,16221
27070,24229
10027,2709
56227,46000
26035,18580
45311,34053
40209,25439
49039,31718
59168,53157
28129,4636
33703,11228
19158,9148
1044,109
9811,7016
3040,859
18408,13166
18626,3667
11333,3276
26552,22960
24961,4296
25035,28986
57450,25780
4313,1635
4326,11951
14623,19893
905,218
47463,30510
14399,12157
7920,11269
3203,8149
37238,2227
54264,27364
65,6
51429,13526
11844,1218
54077,42532
55117,1325
9941,4481
10574,8025
15178,12838
11390,21481
7211,2237
7701,6889
12038,29145
37574,28116
17958,8152
40800,28095
55439,33767
21996,6109
30149,13921
30623,20323
58013,8740
29112,11743
18790,3214
6286,6251
14473,9498
49228,38946
17838,11818
40647,21280
6374,4161
40598,6053
36262,18786
663,26784
4329,2065
59709,26914
2104,7617
46018,12634
2627,16175
17636,9800
21461,33788
42881,24806
3317,1125
42925,15421
26095,9577
43325,10244
5569,4130
28849,6387
16338,16121
28804,28275
38661,21830
24370,10488
51022,8569
36971,21225
49143,9326
5496,2956
36430,35650
6673,14958
324,126
15548,5939
25826,17319
35028,12013
18847,4646
27537,21235
32621,28685
18468,5509
18304,2156
43724,17957
28685,2247
1637,1109
6964,2053
10528,6723
19258,12076
32803,18693
11597,86
34426,12882
42825,1799
23653,21055
3812,1929
8523,14084
21728,11257
52254,36137
13433,38214
5363,5258
54885,30519
58554,6009
1680,460
9119,10667
36002,6557
50596,44326
23655,19834
25382,14470
37081,21234
4536,2502
39691,9631
9541,29447
17253,54733
59192,5327
21771,19540
12104,4903
17693,15107
37068,8509
6967,35826
10612,6552
17724,13335
31681,4016
7421,8330
45551,16917
484,2171
20775,6852
19069,3457
71,17075
25436,16757
2787,17288
27735,1345
44040,5521
30380,15081
45898,31239
57418,27686
10368,2573
25818,9347
27418,12521
8562,7207
23871,19789
57452,50148
6304,714
35316,2568
3272,1680
23576,2239
11320,14109
21671,18279
46850,5059
1629,5925
31527,42100
20898,22864
33958,30532
4664,520
29464,2141
32307,17299
55542,49708
53447,4056
21466,8135
1650,350
50,43
29823,22794
24488,16356
36529,25156
940,576
11993,15815
24736,16657
3133,1857
37883,6663
19526,11800
49918,35591
54210,46746
43170,33255
4126,12332
11155,8402
16730,7662
43973,34852
26698,9316
49249,22326
18334,28020
23983,12478
59136,48088
8034,11947
8890,4351
23844,4858
50744,34147
4368,4057
55661,21406
14624,8456
31470,16887
55441,28238
26744,24607
24353,8095
14784,4630
2835,2985
15876,5734
22738,335
54211,2036
5908,2823
12073,1791
28684,16093
38711,7579
51407,4905
15387,13027
1638,430
7758,10236
39013,26641
13768,26174
494,64
32250,25843
3137,216
18899,12329
7431,13167
12795,11253
973,46
12267,36191
8157,20330
27535,1802
5059,29077
8109,6822
34378,9944
14838,136
37449,9881
7571,6047
30593,7564
11031,24401
5220,12644
6221,6875
28716,19569
18032,18266
41605,32448
2116,1859
9415,12188
19730,20286
26643,7476
2914,804
9334,9214
13734,2382
4818,4438
45441,5878
279,1468
25668,15058
49856,38195
539,28985
49560,29477
16679,11987
21884,1231
48150,24585
26763,1460
59565,56735
652,1033
25609,16044
38557,38439
9992,2764
28251,11701
5188,5042
9009,31648
40940,29472
11827,6232
2494,4529
32363,12852
15717,5792
22209,22407
19767,13889
59509,33616
4154,14643
15821,6603
59696,27945
1488,675
27044,22735
4185,583
8313,1549
55735,9059
44234,5507
43116,23816
1056,150
361,5869
47547,34561
50494,5722
14862,2704
214,1338
49789,46890
5024,1095
19588,12493
52049,51480
16383,10420
29193,9176
516,7019
16360,37433
1364,67
28604,1495
50845,4842
10528,18476
32289,12296
17355,289
20514,3958
40304,2831
9880,4972
47120,35795
6864,3231
47746,25803
17759,11887
21309,18944
29891,29611
9541,9433
9216,651
35069,5795
22407,46646
31724,764
608,26850
12493,5451
4583,852
36046,38507
4387,1593
35623,18741
1814,118
31806,53539
11410,2756
9130,8943
8898,23479
43754,41141
465,153
6002,6716
41594,19629
36557,17561
35123,33242
58496,58158
292,8177
46542,29862
4128,2225
16346,15429
32457,16011
10165,6373
24530,17439
27475,1824
1692,1259
38449,23296
26237,6858
3097,1051
4299,9095
15723,19690
20680,34563
27703,22664
26894,7736
6471,23507
23560,15358
21415,656
10179,22439
19824,30151
4257,1119
46753,28981
27957,32314
3502,14354
4286,566
24021,2507
44632,6144
26305,14462
57114,21356
18653,8219
33832,31257
53870,3018
42900,20918
19954,30146
8578,4330
39099,36656
9564,34389
8877,11495
17118,16511
52603,49931
58729,43953
18340,23007
21043,10913
8077,1450
37275,29699
29383,23368
13169,9871
9919,3450
35733,27529
2986,6235
508,667
170,12769
3652,37824
14539,8432
26587,23671
53573,8414
54351,18946
20391,11995
25510,14492
443,2509
47272,23390
7181,6151
18728,12733
31925,11792
50926,36072
41180,17042
46314,10718
33314,15379
29155,27798
24953,869
6495,238
12538,5289
2237,1942
47597,36326
8125,3682
19544,19511
19525,10369
24433,4141
51635,38743
6229,8015
27537,12380
6972,22416
30742,389
58850,13825
20934,2201
8589,8168
56249,4066
22361,15285
28329,3407
20581,18247
50928,31650
12851,11342
14844,10370
19816,10814
32589,28113
13670,2360
51156,29445
15514,29517
40756,14020
21521,241
21052,5702
3781,1411
44984,2175
48126,45710
9992,6944
6949,11027
9751,14580
7829,18276
6840,3928
18186,10324
14096,11630
38349,33033
6821,37596
48737,38475
8489,6124
25584,25190
10001,5734
49749,47066
15291,6542
12043,4543
30323,17991
44190,5623
2676,2059
39499,14682
10225,7161
3943,1937
11260,7833
33337,28617
11917,6988
21375,4712
30081,4026
4274,12184
9242,4028
15719,23250
5672,2932
5001,3991
15231,27343
7920,3520
1963,175
51804,26161
24310,13004
12900,17412
7884,7590
383,186
36940,13606
293,142
52388,35248
24527,6898
27152,23796
57502,729
8305,8837
13079,7326
856,7378
40914,17506
9938,5189
24378,13437
45,18736
37530,41
23315,10543
42794,7573
46935,32469
58395,27234
20645,9096
53900,21891
58041,6295
20731,12599
8405,6618
9256,14957
49645,8846
54565,8588
8212,45194
16257,9670
22846,6061
9096,7683
50004,42764
42031,15864
32012,10573
36753,33941
13488,12207
48934,33617
9734,634
11556,4385
57582,52732
10540,1748
49597,40786
10986,5555
39161,249
5300,24158
17313,14703
49633,13454
2382,812
19303,18707
1571,326
22548,32754
51490,2000
13220,5798
28975,11810
18136,8316
519,108
918,539
42588,17225
39216,19458
28560,8001
11663,5387
21292,8351
1010,447
7631,2116
20274,17663
2977,30570
1267,3348
24836,9908
43679,32426
24727,7193
19824,10065
5701,746
21471,17970
15742,32430
22419,1904
40907,8165
3418,1315
14973,6026
27429,5838
299,503
180,3626
3701,1636
34603,28663
8174,1941
55963,28389
27072,28035
19710,18427
15663,9677
1700,742
17875,16102
21611,6847
13063,9339
4205,12389
31606,21038
7254,4147
3464,4370
24912,40719
6783,5278
35571,10538
38911,2916
16980,23839
32194,16916
7796,32765
17192,1682
35293,17720
6264,4812
4403,257
4615,16558
41231,8855
32158,7860
53276,3351
5391,19669
52785,28258
5541,23033
27340,19967
14832,2773
44911,21832
24141,17000
44205,39732
13705,13241
22606,16253
20872,20164
22417,11503
8402,34787
8700,7708
2130,3003
2805,1565
16671,14607
10992,41049
11130,4848
25494,12897
4900,3819
4399,3244
14412,2178
16120,339
43808,33920
31906,18463
15043,788
12665,14407
12001,12978
21398,5053
7354,43687
13559,10406
49264,45810
490,69
25974,10871
1820,875
1957,7601
1410,2359
12264,7837
4366,4096
34023,4735
9574,1786
50231,21368
51982,23095
38394,36921
62,1036
26166,25652
39055,31995
40027,2785
42335,30502
50011,9499
12020,20948
5522,3355
6145,9810
22582,21382
229,13783
2174,5607
17682,7521
3405,8011
13526,5827
52030,21632
2135,700
8827,3801
13187,11124
6789,3917
15677,19488
14029,11718
14943,17462
6199,7201
16681,7794
10058,3804
31193,14103
49754,48053
40352,23680
55956,53113
4952,13776
2780,649
44177,6881
56536,43790
28785,2296
18524,23348
30713,18528
5472,3210
38418,31433
24195,5968
3026,2869
39424,12067
32698,28275
15396,1468
50032,39600
2399,1522
25978,11585
24456,19937
41152,22478
27363,3627
29583,16671
23957,6435
40652,4467
51385,25423
1262,14452
3576,2698
33788,38738
56976,55910
53574,41842
5782,4950
56522,31114
15269,19314
47408,37947
51307,48052
26940,21627
32553,13330
4266,2848
39515,317
2813,4870
23885,20460
11762,4598
16728,28978
13434,8043
37859,13981
15971,5361
31743,16042
58996,44507
48515,45784
17664,1467
6702,2314
34551,23781
2509,3
23293,9875
35025,28263
41460,14773
8897,859
30469,14771
43447,17467
52626,5365
58047,35587
74,2339
45371,43681
15956,7257
28303,38932
46208,22617
56747,52831
6716,3612
3113,4278
26042,22313
26713,7244
10448,10811
8152,1432
758,7687
21121,8424
44025,31828
7906,5987
8629,7846
47011,4905
10349,1044
48676,28291
54804,6447
34740,29787
56468,51195
57184,1212
5715,371
33272,9169
9732,3954
48407,38525
56004,11669
47029,32089
46828,15828
57064,3800
8154,8116
35878,23069
22722,38034
4540,11197
30343,6988
9190,15105
40476,24008
37203,40207
5752,3331
13896,40189
3218,299
27773,5736
57883,11061
41701,35564
17595,5740
24318,39944
29841,18484
3476,1834
10829,10364
20691,13615
10813,5890
30650,14376
24782,6394
10420,2693
12547,1744
6457,6172
35645,20017
25844,4620
56149,2261
24211,20038
52509,23646
18848,3950
181,29
8181,28478
3250,6089
6776,1740
24113,8151
36191,28084
16959,12703
11144,30938
2477,3787
16645,2596
19956,15084
18931,17138
3202,744
8402,2161
30089,24604
11986,6301
41735,27813
32443,1726
52490,10743
13709,11668
5033,167
7560,28749
5962,1348
53875,20573
17162,17074
2209,3571
59618,24438
26882,7244
37187,29734
53277,26211
2920,2801
9214,5030
50328,13981
40988,25566
6232,16241
11346,7301
12646,19178
3428,945
41213,21622
15853,11665
2353,2061
30290,13182
52849,19633
13694,1037
37,3
15499,5520
22422,2804
28205,20812
14225,4103
16339,7229
16616,12128
16164,401
23021,4549
915,1602
18077,11714
56180,39347
1449,27903
4008,795
2466,3630
58042,28845
34367,22303
24874,14153
49462,7253
22828,18005
40872,35617
4326,2785
45777,28098
8763,779
718,515
1582,1492
19959,460
31227,543
16470,13951
9935,5071
2148,1675
9318,17925
35363,25903
2287,1432
3412,1141
29365,19286
55013,22348
18115,8500
2526,3336
9500,3
24639,13648
55934,11638
36440,45102
15982,27585
25926,2252
25546,32317
47418,29011
41651,37867
38118,24464
54563,19330
43020,24801
9851,5307
6835,2224
7165,6793
48634,44608
571,13
31077,22649
55051,16314
33949,9773
50996,7173
25446,1612
4670,594
38299,50140
46191,12655
31685,23159
44014,20613
10648,28007
20531,6714
22506,10291
43099,781
7927,5859
46198,2084
8707,156
8433,953
601,4463
38735,21346
26254,9305
53817,18232
1665,7793
32772,26414
6706,3952
48428,15058
1895,2710
34726,6801
40139,338
31886,4157
18372,842
37790,30170
27741,26621
9621,407
15224,5445
18349,10053
42564,33307
20317,24727
35219,30967
2298,10797
492,264
35464,28194
55229,15912
57032,55479
3663,1652
17135,8427
18542,6369
17820,1262
56996,36963
6093,14442
38466,2682
13835,13361
18246,10694
18858,3911
1594,40736
12548,11342
47779,12734
2151,2067
49253,10479
45493,32135
5324,7746
29926,2052
16393,10734
20795,18286
11794,1720
2511,3264
15742,5590
10910,8860
4317,1868
53906,50064
55338,8379
3901,17037
38026,18070
57325,6357
10802,3969
11912,4623
8422,7955
21483,1124
49041,44042
40456,21238
11581,9300
44854,4218
51056,39226
1346,505
36180,27400
17842,16543
25691,17225
40450,25595
3452,811
26314,22602
37363,5104
12972,13626
33583,32131
42064,36414
7232,6578
5585,3285
4319,1261
52272,8730
2342,1659
11127,1517
46621,22895
46892,41699
55409,31812
21166,13707
29058,25245
55037,25660
5879,3888
3960,16358
33824,1368
16625,10932
38342,11221
49909,47209
13660,4475
4294,4411
13148,29063
36030,30061
7909,1854
16289,17539
57011,1939
23170,29416
45180,37002
27783,7399
9338,3721
1274,587
26640,25914
49002,48635
54507,29646
702,591
32513,29100
5388,4576
4818,3087
32700,2891
27799,12061
52910,15745
32391,11344
546,12588
24217,8769
13424,532
6561,3082
48371,10058
51984,7443
43422,10151
33169,39141
24212,279
8016,1349
32086,22839
21140,14594
29599,17166
933,3890
49373,35530
1448,1277
6357,1361
9422,11581
27312,22609
657,2885
17863,10563
38760,35457
10641,6443
30,31330
57437,33066
3341,59
36876,42655
32952,30317
6072,37388
52012,48714
55200,47287
21469,12507
14622,9499
35771,1696
16317,42482
2222,304
32615,15919
53972,52345
51151,13492
17123,37857
8465,575
49298,26205
14279,10800
2095,1095
37545,32305
47744,3109
40621,1566
45696,3163
33341,19474
10446,8304
53046,27885
15706,5053
3082,4038
16582,12769
3509,18494
3822,4364
12881,757
2005,1004
8634,16550
889,316
54796,1571
14616,9673
26211,35394
6728,6701
6696,5847
23449,3135
30653,11944
3566,2974
19315,14212
425,650
59066,25701
7135,35924
5979,7359
23732,23343
31493,12065
47013,33725
14097,1297
43354,29551
7570,1456
28913,7459
38411,1493
16982,17121
12769,9566
17658,10389
4886,4482
49402,32334
49776,31205
48811,44638
50549,4053
56031,9938
22472,13898
41257,38204
23990,6190
36557,11558
12633,4493
30415,18663
56512,43167
21594,2247
296,550
17079,19878
13859,4753
27398,14537
11247,109
2448,9552
17919,9917
12092,6000
11045,29068
9829,2823
34384,28342
9783,1070
23672,22659
286,16
1160,1041
37433,36802
40646,20881
33421,5119
30721,25313
22914,15367
4779,414
23840,8788
33398,29453
37283,2455
3530,3309
37678,47397
15903,22860
43985,2072
24521,18705
3443,3149
5150,2334
44851,21440
4539,1218
44676,3444
12327,1768
34002,26593
10728,22457
48178,37856
34748,5086
52663,47722
25303,10033
22717,17726
2564,10258
32859,14130
26004,10516
6415,5024
8782,16295
12275,2446
24194,18004
27693,27119
2827,2327
41164,37017
18036,15369
57440,1028
44652,30236
4192,3229
31783,4104
12461,7040
35017,935
10142,4251
40567,12868
4542,309
76,0
16718,2238
38426,18497
29499,8152
2799,22517
29469,4789
29092,9168
29055,28342
29602,19032
28399,9285
1688,29536
2424,42
33609,12186
10457,9104
37074,7011
23418,340
39517,16050
55183,40857
1604,1554
26542,33298
36725,22313
25838,11258
26188,958
46537,16241
1452,5258
18428,13095
15610,13106
15005,3966
5676,46087
41168,18881
52191,50316
11195,3275
41181,11245
17194,33972
44017,36889
55868,48608
2141,1306
33087,22374
50152,29421
9778,3737
13129,34479
38460,24227
55331,7925
11284,10397
37315,45352
26378,10164
17257,38417
23726,1500
1726,1601
3392,1248
6563,5913
36718,21841
43838,21132
20425,20181
24737,5179
8146,25051
614,469
1450,4751
18520,8985
17205,3007
14238,8325
23587,6919
49139,33057
37949,5541
49814,45389
3995,1237
415,229
1790,4226
53007,2783
6792,5300
52550,9175
38598,28653
36943,26899
35387,16745
5138,47681
221,1691
13711,11351
48661,36758
32406,33316
58225,9013
54546,1909
4172,9756
46025,13658
42261,25657
24463,15449
15944,13089
57518,48996
4656,3895
51719,12441
28623,25800
56541,48312
11029,7148
14891,34412
14238,2412
27909,10729
43378,41880
20432,5955
24265,56099
22698,20947
7221,15101
56437,34505
41559,6446
9912,17240
40024,17581
12288,10441
3157,17330
22951,14199
40348,38771
54576,22535
21682,14743
12706,7187
53044,10550
54058,3207
7472,2947
47962,47606
43007,5836
40796,22350
2982,4557
52460,48381
28865,20747
7115,30701
9201,14642
19837,20603
18258,43481
20861,7134
4269,3396
892,309
21828,17347
42344,15118
17860,1479
28437,3904
35208,11180
25814,28091
14269,23776
36932,1936
12357,1070
12078,11969
20088,20141
52028,39086
1769,16889
22084,7325
10850,363
12752,27488
34126,33590
9773,10861
39590,1387
15426,7775
43022,16498
23787,18272
42201,38785
21282,17282
48319,9889
17870,7371
57658,30075
42308,13989
10505,1955
10378,435
872,9822
12072,14547
28828,14830
6793,5637
32591,20304
46671,1423
26815,15974
18789,23370
26101,12405
3581,5939
10595,4333
42761,7714
58429,22771
8655,20832
20597,6749
16451,4510
9648,10338
33983,36143
9075,3055
15833,12512
26820,23628
54638,4088
5823,1113
6660,4769
2489,16214
34414,12616
6629,995
17696,17241
17709,4431
52650,16277
3677,1294
6243,4046
5476,1450
13491,8265
19797,12027
261,167
3571,3320
24988,9921
20873,17969
1695,2553
5928,25265
25633,7125
7201,3830
49443,8490
49313,24368
2122,3611
16975,29572
22406,11500
13640,6875
39351,14073
612,8925
50994,983
27579,11514
29046,14189
25339,33077
469,23
390,19648
42398,5611
5,469
10069,6155
46078,14770
56158,22520
39792,28645
35243,651
37013,5659
11600,18824
8217,6598
14020,6572
10200,789
13063,7994
3716,13128
901,3345
7848,6230
15550,1090
10473,407
19845,20217
34494,19025
19345,5840
15489,9675
32571,1641
47008,14499
29665,18904
48249,10527
2374,1532
4601,5125
38802,33137
17219,7368
37036,30160
1211,2408
28727,27835
1304,3762
16725,5248
23322,7002
13549,14158
29789,8063
7696,11932
17806,13135
5023,226
57957,31400
830,4364
26953,17856
33727,12038
39407,3803
26448,15332
58285,16282
24789,2461
11800,17327
45432,4782
13384,30014
15574,10504
5678,4789
42061,36641
53642,26864
17925,14572
58195,21585
15231,21944
10632,7431
50824,42588
41781,34662
11209,11429
7541,4359
30166,9119
43039,13280
53904,52423
10880,7542
19806,7162
37699,4919
4277,12221
14038,17989
10374,2883
38229,12779
48072,22001
33913,32758
2250,66
17246,17665
53808,7536
57330,33517
8799,807
37087,5166
38832,9309
13842,2820
8360,7711
34569,21756
2031,1661
17800,26493
16018,16063
20689,18701
8158,10393
53741,39850
16791,8242
18519,8851
6682,2357
47966,37985
29966,14367
4444,19422
32435,21786
56757,36451
58904,6116
6060,17713
25493,15211
34270,7763
1362,1214
19727,2191
12146,47553
22651,11703
57901,6712
30511,121
7978,7431
1029,242
59054,16742
5472,9675
28313,22747
45206,28786
47360,25546
33550,26805
59148,15773
47393,15968
54336,19784
31893,9326
43302,42057
47103,5934
2858,7631
41764,25261
915,1548
3959,14432
11391,9908
14504,15121
58092,27196
4903,8841
10386,8759
16285,11420
2301,2279
51548,40235
19279,26068
29750,18768
20388,47309
12597,1321
4746,26773
5079,4576
5842,4735
17535,6634
17972,1101
43677,36872
28873,2511
13979,3128
42708,23042
45555,24679
34769,9035
38121,8067
34862,25313
7092,12627
19893,19815
42075,2281
58572,39990
15702,15317
7507,14037
22191,15192
23292,10711
17466,16982
22084,3748
29587,27822
50703,37642
14687,5292
19353,10292
32963,30077
27033,15176
5044,4057
974,51
8449,2797
2172,16119
28069,17842
10775,3010
4152,18787
19984,9210
1176,1345
56147,45322
53181,18576
8654,8566
16244,5549
43194,22638
6679,3644
16226,11723
19917,2076
7774,20401
13244,4065
22116,6905
40359,21393
14804,16005
34538,11158
13992,28164
7687,3348
48307,4863
19237,21700
27652,22844
55637,51481
48855,24959
16189,6570
23288,13786
41380,2339
36088,11094
17147,706
10925,7701
18633,1804
38304,23767
4952,42921
12803,4175
26832,11434
42845,7592
8252,6236
383,1592
40918,4136
24242,31007
44338,34165
5172,4635
33838,29084
39302,26610
4797,1661
55343,48537
17316,9810
51210,16870
35309,18983
9128,1894
3375,3020
90,4335
10817,7340
1061,1329
930,789
1486,1138
6145,5296
18053,8529
10328,5572
34558,26187
2884,204
3933,215
12544,1093
57653,21542
31901,4816
8862,7674
28797,9778
1734,8328
19529,8756
34944,5135
7566,46250
16093,10537
48831,15717
4365,38725
28440,19044
13856,5227
14800,40416
33011,51884
6712,3831
25189,26528
49572,43458
49955,36314
59374,25143
12226,9040
6180,2684
36,9
1138,24195
35879,12634
15841,11319
28296,15478
43773,31892
12982,17402
33360,22274
5261,4912
28366,24717
24626,44999
36054,15753
1331,2210
22482,11795
15911,15004
25162,31063
3067,2274
52017,2138
13557,39576
1445,3299
27399,13833
12514,9276
12262,14888
50363,40527
15693,14983
20816,6129
27274,3432
8800,4064
26144,4409
8106,4624
6323,7067
9205,3464
27654,9280
13701,14062
15317,15305
9629,27851
43015,2788
28400,47641
10752,94
24866,5221
1795,827
14824,22714
11171,11045
7830,7523
28661,9363
5733,30960
48864,18631
41762,22924
44195,11859
717,10271
4833,9889
28878,8511
48168,25420
12452,4325
19320,16934
55583,42628
891,7513
15100,13686
30869,8104
3911,1561
11193,1679
1397,1100
19709,2351
26678,30785
50033,16752
24857,15063
28573,12092
34824,29805
15336,27159
2441,4968
21393,53963
53559,21815
2690,8042
7457,2569
37593,22625
16599,10971
18288,10482
16545,16673
30529,37567
16711,26563
34001,32901
33010,17634
32261,11339
35224,5574
655,9119
48977,32084
55452,51011
2130,2365
9166,3983
27049,17233
10016,9571
54281,15096
57852,44716
35536,25766
40979,32607
23552,24410
42799,33826
24816,12641
502,132
25035,16247
26387,943
32665,7214
41933,32497
592,1684
1965,2603
8754,791
48620,28226
15732,17072
5424,778
16075,9087
7363,5546
222,150
18133,18953
24280,15534
30579,22924
1340,774
535,484
24081,30918
29591,10577
24301,33103
20592,5276
17479,4574
29751,416
3558,2166
32036,4226
6008,8267
30987,21529
17061,10967
15315,25566
26078,24705
31841,18040
44675,18851
22704,29374
14580,14399
50916,6157
8107,19701
55903,8544
11292,28454
34128,29639
37300,11990
1343,2441
31717,23494
31667,423
15560,14635
37346,26558
52313,20051
19044,21785
36364,18449
40212,7411
44738,16783
4487,1334
7119,15117
17845,3061
48433,17180
23930,9018
21747,11194
49759,15216
936,25449
40231,8211
43975,8062
2115,1097
2387,684
11029,18673
43514,12025
37260,26491
56502,44844
23172,22980
13887,2961
4604,4917
21853,28450
38548,26185
38778,13323
20624,17070
7717,13889
30174,24903
29522,2401
7092,21040
13086,7611
5107,530
19631,1239
15523,9513
47150,40500
34332,9721
11465,1388
43737,31959
12458,11432
55757,1100
10136,2269
27849,22881
56535,26012
44212,29919
2037,26472
36351,7990
40823,8590
22472,29149
18660,7541
33652,45359
20320,4450
28510,12589
43827,20862
6100,21974
28759,19668
41295,37675
30300,49954
2059,51738
353,263
47815,28092
18174,14855
37075,15550
38055,36064
10739,8979
16070,7211
35463,4091
21763,6152
47801,3605
38845,31375
23612,12388
23473,27187
657,4673
6021,1368
14271,22732
54597,44846
18556,42913
44124,21082
14672,13613
43385,18487
39046,29011
716,22016
20640,12664
38838,8339
10804,10247
34768,21941
25,97
15420,4679
44973,2356
12584,8453
20811,1936
42047,8200
56565,33174
55092,3647
45733,14456
56230,21630
23382,22534
4180,2577
4742,13807
33731,13654
1144,966
38243,29655
15188,5662
8929,7814
14514,6300
49786,27505
6021,12955
24015,20868
20348,9927
26212,7124
15718,4186
25203,7197
18872,347
1051,1132
14483,10127
16576,191
20609,26556
20708,21717
23386,14534
58262,47040
19962,9970
6984,25731
8637,6386
14869,1888
19964,18027
7083,23461
50480,26175
13482,8445
16152,14165
56679,5632
18260,17494
40256,3450
37795,35542
14435,1342
26179,5982
32,11
57068,27345
27476,6170
39877,31056
48213,2272
13759,6894
4632,29242
17890,11649
36257,32188
1889,1163
21501,18853
5245,11751
31094,13047
12749,18617
15746,7925
14665,29059
6145,15693
10866,9713
34932,6731
13763,15656
12958,8380
25751,9589
2119,4560
26020,20982
22571,6318
19846,10970
37603,36657
2178,1489
3796,813
11294,16463
8685,2169
1735,7079
11636,10795
29592,217
38444,14034
4531,4204
47823,4520
11743,6402
22700,15965
44995,18727
6730,12189
47880,6160
1891,3556
34860,22179
30177,9589
7792,14441
967,23259
6602,19376
23018,22319
10587,17247
29858,10139
59484,48275
13571,15628
